tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Philosophy,1484,University of Toronto - St. George Campus,Don,,Waterfall,388308,23,average,TEACHER,PROFESSOR,3.4
English,1484,University of Toronto - St. George Campus,Elizabeth,,Watkins,1909866,1,good,TEACHER,PROFESSOR,5.0
Writing,1484,University of Toronto - St. George Campus,Bruce,,Watson,1373190,0,zero,TEACHER,PROFESSOR,N/A
Criminal Justice,1484,University of Toronto - St. George Campus,William,,Watson,18106,50,good,TEACHER,PROFESSOR,4.0
Biology,1484,University of Toronto - St. George Campus,Valerie,,Watt,791111,7,average,TEACHER,PROFESSOR,2.7
Biology,1484,University of Toronto - St. George Campus,Tania,,Watts,357755,4,good,TEACHER,PROFESSOR,4.0
Anthropology,1484,University of Toronto - St. George Campus,Christopher,,Watts,891356,8,good,TEACHER,PROFESSOR,4.1
Political Science,1484,University of Toronto - St. George Campus,Lucan,,Way,945945,5,average,TEACHER,PROFESSOR,3.0
History,1484,University of Toronto - St. George Campus,Michael,,Wayne,17163,44,good,TEACHER,PROFESSOR,4.3
Women's Studies,1484,University of Toronto - St. George Campus,Linda,,Wayne,1133203,0,zero,TEACHER,PROFESSOR,N/A
Criminal Justice,1484,University of Toronto - St. George Campus,Adriel,,Weaver,2239886,4,good,TEACHER,PROFESSOR,4.8
Management,1484,University of Toronto - St. George Campus,Ryan,,Webb,2101937,8,good,TEACHER,PROFESSOR,4.2
Astronomy,1484,University of Toronto - St. George Campus,Jeremy,,Webb,2547051,3,average,TEACHER,PROFESSOR,3.3
English,1484,University of Toronto - St. George Campus,Erin,,Webster-Reynolds,1827943,0,zero,TEACHER,PROFESSOR,N/A
Humanities,1484,University of Toronto - St. George Campus,Mary-Ann,,Wegner,76332,23,good,TEACHER,PROFESSOR,3.9
Physics,1484,University of Toronto - St. George Campus,John,,Wei,204032,7,average,TEACHER,PROFESSOR,2.7
History,1484,University of Toronto - St. George Campus,David,,Weinfeld,2085583,1,good,TEACHER,PROFESSOR,5.0
Law,1484,University of Toronto - St. George Campus,Ernest,,Weinrib,28114,14,good,TEACHER,PROFESSOR,4.1
Philosophy,1484,University of Toronto - St. George Campus,Jacob,,Weinrib,1791713,0,zero,TEACHER,PROFESSOR,N/A
Biology,1484,University of Toronto - St. George Campus,Arthur,,Weis,2060036,10,good,TEACHER,PROFESSOR,4.5
English,1484,University of Toronto - St. George Campus,Karen,,Weisman,46959,15,average,TEACHER,PROFESSOR,3.3
Engineering,1484,University of Toronto - St. George Campus,Peter,,Weiss,573801,19,poor,TEACHER,PROFESSOR,2.0
English,1484,University of Toronto - St. George Campus,Jude,,Welburn,1909871,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1484,University of Toronto - St. George Campus,David,,Welch,92400,53,good,TEACHER,PROFESSOR,4.5
Linguistics,1484,University of Toronto - St. George Campus,Nicholas,,Welch,2254502,3,good,TEACHER,PROFESSOR,4.7
Social Science,1484,University of Toronto - St. George Campus,Barry,,Wellman,101154,28,good,TEACHER,PROFESSOR,3.6
Physical Ed,1484,University of Toronto - St. George Campus,Greg,,Wells,821983,4,poor,TEACHER,PROFESSOR,2.4
Pharmacology,1484,University of Toronto - St. George Campus,Peter,,Wells,1412337,3,average,TEACHER,PROFESSOR,3.3
Health Science,1484,University of Toronto - St. George Campus,Jim,,Wells,365114,17,poor,TEACHER,PROFESSOR,1.8
Classics,1484,University of Toronto - St. George Campus,Jarrett,,Welsh,2405810,1,poor,TEACHER,PROFESSOR,2.0
Business,1484,University of Toronto - St. George Campus,Anthony,,Wensley,27398,28,good,TEACHER,PROFESSOR,3.5
English,1484,University of Toronto - St. George Campus,John,,Wesley,1184866,12,good,TEACHER,PROFESSOR,5.0
Sociology,1484,University of Toronto - St. George Campus,Blair,,Wheaton,32241,17,average,TEACHER,PROFESSOR,2.6
Chemistry,1484,University of Toronto - St. George Campus,Aaron,,Wheeler,830707,14,good,TEACHER,PROFESSOR,4.8
Medicine,1484,University of Toronto - St. George Campus,Michael,,Wheeler,2275121,1,poor,TEACHER,PROFESSOR,1.0
Biology,1484,University of Toronto - St. George Campus,Jill,,wheeler,2489153,1,poor,TEACHER,PROFESSOR,1.0
Psychology,1484,University of Toronto - St. George Campus,Paul,,Whissell,2223661,92,good,TEACHER,PROFESSOR,4.7
English,1484,University of Toronto - St. George Campus,Dan,,White,167765,13,average,TEACHER,PROFESSOR,2.7
Anthropology,1484,University of Toronto - St. George Campus,Michael,,White,806745,0,zero,TEACHER,PROFESSOR,N/A
Architecture,1484,University of Toronto - St. George Campus,Mason,,White,858428,9,good,TEACHER,PROFESSOR,4.4
History,1484,University of Toronto - St. George Campus,Richard,,White,1003751,1,good,TEACHER,PROFESSOR,5.0
Statistics,1484,University of Toronto - St. George Campus,Bethany,,White,2230964,47,poor,TEACHER,PROFESSOR,1.2
Architecture,1484,University of Toronto - St. George Campus,Amy,,Whiteside,1838611,2,average,TEACHER,PROFESSOR,2.8
Philosophy,1484,University of Toronto - St. George Campus,Jennifer,,Whiting,518713,11,poor,TEACHER,PROFESSOR,2.2
Political Science,1484,University of Toronto - St. George Campus,Joe,,Whiting,1156834,0,zero,TEACHER,PROFESSOR,N/A
Information Science,1484,University of Toronto - St. George Campus,Vicky,,Whitmell,1603588,1,good,TEACHER,PROFESSOR,4.0
Science,1484,University of Toronto - St. George Campus,Stuart,,Whittington,93789,10,good,TEACHER,PROFESSOR,4.8
Geography,1484,University of Toronto - St. George Campus,Michael,,Widener,2077794,15,good,TEACHER,PROFESSOR,4.8
Theology,1484,University of Toronto - St. George Campus,Donald,,Wiebe,2006816,0,zero,TEACHER,PROFESSOR,N/A
Fine Arts,1484,University of Toronto - St. George Campus,Shirley,,Wiitasalo,356730,7,average,TEACHER,PROFESSOR,2.6
Biology,1484,University of Toronto - St. George Campus,Andrew,,Wilde,874834,2,average,TEACHER,PROFESSOR,3.3
Health Science,1484,University of Toronto - St. George Campus,Mike,,Wiley,30442,47,good,TEACHER,PROFESSOR,4.7
Classics,1484,University of Toronto - St. George Campus,Kevin,,Wilkinson,1851954,6,average,TEACHER,PROFESSOR,3.3
Science,1484,University of Toronto - St. George Campus,David,,Williams,125795,5,poor,TEACHER,PROFESSOR,2.4
Political Science,1484,University of Toronto - St. George Campus,Melissa,,Williams,371318,16,average,TEACHER,PROFESSOR,2.7
Architecture,1484,University of Toronto - St. George Campus,Shane,,Williamson,50121,17,poor,TEACHER,PROFESSOR,2.0
Social Science,1484,University of Toronto - St. George Campus,Nancy,,Williamson,1037716,0,zero,TEACHER,PROFESSOR,N/A
English,1484,University of Toronto - St. George Campus,Sarah,,Wilson,46595,22,good,TEACHER,PROFESSOR,4.3
History,1484,University of Toronto - St. George Campus,David,,Wilson,166849,17,good,TEACHER,PROFESSOR,4.9
Computer Science,1484,University of Toronto - St. George Campus,Greg,,Wilson,240517,23,average,TEACHER,PROFESSOR,3.3
Political Science,1484,University of Toronto - St. George Campus,Iain,,Wilson,2108602,3,poor,TEACHER,PROFESSOR,2.0
Psychology,1484,University of Toronto - St. George Campus,Kristin,E.,Wilson,2139048,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1484,University of Toronto - St. George Campus,Tyler,,Wilson,2225581,2,good,TEACHER,PROFESSOR,5.0
Chemistry,1484,University of Toronto - St. George Campus,Mark,,Wilson,2290307,3,good,TEACHER,PROFESSOR,4.3
Physics,1484,University of Toronto - St. George Campus,Brian,,Wilson,2175237,60,poor,TEACHER,PROFESSOR,2.3
Biology,1484,University of Toronto - St. George Campus,Ron,,Wilson,263389,22,good,TEACHER,PROFESSOR,3.5
Fine Arts,1484,University of Toronto - St. George Campus,Kathleen,,Wilson Ruffo,49527,10,good,TEACHER,PROFESSOR,3.7
English,1484,University of Toronto - St. George Campus,Dave,,Wilton,2028752,0,zero,TEACHER,PROFESSOR,N/A
Science,1484,University of Toronto - St. George Campus,Mitch,,Winnik,24397,66,good,TEACHER,PROFESSOR,4.2
Political Science,1484,University of Toronto - St. George Campus,Mark,,Winward,2502706,1,poor,TEACHER,PROFESSOR,1.0
Political Science,1484,University of Toronto - St. George Campus,Nelson,,Wiseman,36773,64,good,TEACHER,PROFESSOR,3.9
Environmental Studies,1484,University of Toronto - St. George Campus,Clare,,Wiseman,2567201,0,zero,TEACHER,PROFESSOR,N/A
History,1484,University of Toronto - St. George Campus,Rebecca,,Wittmann,351070,7,good,TEACHER,PROFESSOR,3.9
Sociology,1484,University of Toronto - St. George Campus,Geoffrey,,Wodtke,1950528,6,good,TEACHER,PROFESSOR,3.5
Humanities,1484,University of Toronto - St. George Campus,Lukasz,,Wodzynski,2491213,1,good,TEACHER,PROFESSOR,5.0
Classics,1484,University of Toronto - St. George Campus,Victoria,,Wohl,1565595,14,good,TEACHER,PROFESSOR,4.7
Science,1484,University of Toronto - St. George Campus,Martin,,Wojtowicz,168970,12,poor,TEACHER,PROFESSOR,2.2
Medicine,1484,University of Toronto - St. George Campus,Tom,,Wolever,101639,23,poor,TEACHER,PROFESSOR,2.3
English,1484,University of Toronto - St. George Campus,Jessica,,Wolfe,1827853,1,average,TEACHER,PROFESSOR,3.0
Architecture,1484,University of Toronto - St. George Campus,Jane,,Wolff,1264432,10,poor,TEACHER,PROFESSOR,1.9
Economics,1484,University of Toronto - St. George Campus,William G.,,Wolfson,1406267,24,good,TEACHER,PROFESSOR,3.5
Economics,1484,University of Toronto - St. George Campus,W.G.,,Wolfson,31625,101,good,TEACHER,PROFESSOR,3.7
Art History,1484,University of Toronto - St. George Campus,Jens,,Wollesen,2275101,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1484,University of Toronto - St. George Campus,Zackary,,Wolske,2540986,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1484,University of Toronto - St. George Campus,Zachary,,Wolske,2469549,5,average,TEACHER,PROFESSOR,2.6
Business,1484,University of Toronto - St. George Campus,Kent,,Womack,1194842,19,good,TEACHER,PROFESSOR,4.0
Political Science,1484,University of Toronto - St. George Campus,Joseph,,Wong,94432,48,good,TEACHER,PROFESSOR,4.0
Music,1484,University of Toronto - St. George Campus,Lydia,,Wong,1562838,9,poor,TEACHER,PROFESSOR,2.2
Political Science,1484,University of Toronto - St. George Campus,Wendy,,Wong,1426272,19,average,TEACHER,PROFESSOR,2.9
Biology,1484,University of Toronto - St. George Campus,Christine,,Wong,2125573,12,poor,TEACHER,PROFESSOR,2.2
Biomaterials & Biomedical Engineering,1484,University of Toronto - St. George Campus,Willy,,Wong,25597,25,good,TEACHER,PROFESSOR,3.6
Anthropology,1484,University of Toronto - St. George Campus,Carolan,,Wood,1502718,15,poor,TEACHER,PROFESSOR,2.3
Psychology,1484,University of Toronto - St. George Campus,Suzanne,,Wood,1972963,23,good,TEACHER,PROFESSOR,4.3
Science,1484,University of Toronto - St. George Campus,Melanie,,Woodin,392900,7,good,TEACHER,PROFESSOR,4.0
Science,1484,University of Toronto - St. George Campus,Cindy,,Woodland,30440,24,good,TEACHER,PROFESSOR,3.8
English,1484,University of Toronto - St. George Campus,Malcom,,Woodland,115921,33,good,TEACHER,PROFESSOR,3.9
History,1484,University of Toronto - St. George Campus,Rebecca,,Woods,2173499,8,good,TEACHER,PROFESSOR,4.5
Chemistry,1484,University of Toronto - St. George Campus,Andrew,,Woolley,388463,14,average,TEACHER,PROFESSOR,3.5
Criminal Justice,1484,University of Toronto - St. George Campus,Scot,,Wortley,18105,74,good,TEACHER,PROFESSOR,3.8
Biology,1484,University of Toronto - St. George Campus,Jeff,,Wrana,874831,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1484,University of Toronto - St. George Campus,David,,Wright,452725,15,good,TEACHER,PROFESSOR,4.3
Music,1484,University of Toronto - St. George Campus,Patricia,,Wright,1465873,1,good,TEACHER,PROFESSOR,5.0
History,1484,University of Toronto - St. George Campus,Ashley,,Wright,1536248,6,average,TEACHER,PROFESSOR,3.2
Philosophy,1484,University of Toronto - St. George Campus,Jessica,,Wright,2384338,1,good,TEACHER,PROFESSOR,5.0
Biology,1484,University of Toronto - St. George Campus,Stephen,,Wright,1340204,17,good,TEACHER,PROFESSOR,4.2
Film,1484,University of Toronto - St. George Campus,Benjamin,,Wright,1923744,20,good,TEACHER,PROFESSOR,4.1
History,1484,University of Toronto - St. George Campus,Piotr,,Wróbel,158467,21,good,TEACHER,PROFESSOR,4.4
Languages,1484,University of Toronto - St. George Campus,Helen,,Wu,30119,14,average,TEACHER,PROFESSOR,2.9
Astronomy,1484,University of Toronto - St. George Campus,Yanqin,,Wu,551053,9,good,TEACHER,PROFESSOR,3.5
Statistics,1484,University of Toronto - St. George Campus,Panpan,,Wu,2016569,4,average,TEACHER,PROFESSOR,2.6
Economics,1484,University of Toronto - St. George Campus,Young,,Wu,2034816,6,poor,TEACHER,PROFESSOR,2.3
East Asian Studies,1484,University of Toronto - St. George Campus,Yiqing,,Wu,2128132,1,poor,TEACHER,PROFESSOR,1.0
East Asian Studies,1484,University of Toronto - St. George Campus,Yiching,,Wu,2340790,3,poor,TEACHER,PROFESSOR,2.3
Nursing,1484,University of Toronto - St. George Campus,Francine,,Wynn,444829,7,average,TEACHER,PROFESSOR,3.3
Civil Engineering,1484,University of Toronto - St. George Campus,Kaiwen,,Xia,909791,9,poor,TEACHER,PROFESSOR,2.4
Mathematics,1484,University of Toronto - St. George Campus,Jamie,,Xiang,76288,7,poor,TEACHER,PROFESSOR,1.6
Mathematics,1484,University of Toronto - St. George Campus,Stanley,,Xiao,2405694,5,poor,TEACHER,PROFESSOR,1.4
English,1484,University of Toronto - St. George Campus,Ming,,Xie,255762,21,good,TEACHER,PROFESSOR,4.4
Sociology,1484,University of Toronto - St. George Campus,Wei,,Xing,733640,7,poor,TEACHER,PROFESSOR,2.2
East Asian Studies,1484,University of Toronto - St. George Campus,Xiaowen,,Xu,2032645,5,average,TEACHER,PROFESSOR,2.9
French,1484,University of Toronto - St. George Campus,Deborah,,Xuereb,2094485,1,good,TEACHER,PROFESSOR,4.5
Mathematics,1484,University of Toronto - St. George Campus,Oded,,Yacobi,1538554,6,good,TEACHER,PROFESSOR,4.3
Zoology,1484,University of Toronto - St. George Campus,Kochiro,,Yagi,802397,6,poor,TEACHER,PROFESSOR,2.3
Computer Science,1484,University of Toronto - St. George Campus,Jing Lisa,,Yan,1998072,3,average,TEACHER,PROFESSOR,2.8
Statistics,1484,University of Toronto - St. George Campus,Zihao,,Yan,2008586,1,average,TEACHER,PROFESSOR,3.0
Chemical Engineering,1484,University of Toronto - St. George Campus,Philip,,Yaneff,1626745,19,average,TEACHER,PROFESSOR,2.6
Statistics,1484,University of Toronto - St. George Campus,Alex Shuai,,Yang,2317026,3,poor,TEACHER,PROFESSOR,2.3
Finance,1484,University of Toronto - St. George Campus,Liyan,,Yang,2454298,2,good,TEACHER,PROFESSOR,5.0
Economics,1484,University of Toronto - St. George Campus,Frank,,Yang,111569,42,average,TEACHER,PROFESSOR,2.7
Statistics,1484,University of Toronto - St. George Campus,Fang,,Yao,1839557,5,poor,TEACHER,PROFESSOR,1.8
Management,1484,University of Toronto - St. George Campus,Yao,,Yao,2557742,1,good,TEACHER,PROFESSOR,5.0
Near Eastern Studies,1484,University of Toronto - St. George Campus,Murat,,Yasar,1059201,6,good,TEACHER,PROFESSOR,4.9
Economics,1484,University of Toronto - St. George Campus,Adonis,,Yatchew,334180,19,average,TEACHER,PROFESSOR,3.0
Economics,1484,University of Toronto - St. George Campus,Mingxiao,,Ye,868371,6,average,TEACHER,PROFESSOR,2.8
History,1484,University of Toronto - St. George Campus,Chen-Pang,,Yeang,1293730,11,poor,TEACHER,PROFESSOR,2.0
Architecture,1484,University of Toronto - St. George Campus,Tanjina ,,Yeasmin,1992146,1,good,TEACHER,PROFESSOR,5.0
Astronomy,1484,University of Toronto - St. George Campus,Howard,,Yee,1280675,4,average,TEACHER,PROFESSOR,2.8
History,1484,University of Toronto - St. George Campus,Ori,,Yehudai,2268973,3,good,TEACHER,PROFESSOR,4.3
Psychology,1484,University of Toronto - St. George Campus,John,,Yeomans,55601,43,average,TEACHER,PROFESSOR,2.8
Chemical Engineering,1484,University of Toronto - St. George Campus,Christopher,,Yip,39249,14,poor,TEACHER,PROFESSOR,2.4
Management,1484,University of Toronto - St. George Campus,Jeremy,,Yip,1396571,2,good,TEACHER,PROFESSOR,4.0
Medicine,1484,University of Toronto - St. George Campus,Paul,,Yip,2475853,0,zero,TEACHER,PROFESSOR,N/A
Biology,1484,University of Toronto - St. George Campus,Kenneth,,Yip,1673679,146,good,TEACHER,PROFESSOR,4.8
East Asian Studies,1484,University of Toronto - St. George Campus,Lisa,,Yoneyama,1707029,15,poor,TEACHER,PROFESSOR,2.2
East Asian Studies,1484,University of Toronto - St. George Campus,Young,,Yoo,643940,11,average,TEACHER,PROFESSOR,3.1
Engineering,1484,University of Toronto - St. George Campus,Paul,,Yoo,1807920,6,average,TEACHER,PROFESSOR,2.5
Environmental Studies,1484,University of Toronto - St. George Campus,Tanhum,,Yoreh,2404673,2,average,TEACHER,PROFESSOR,3.0
Religion,1484,University of Toronto - St. George Campus,Paul,,York,1735758,3,good,TEACHER,PROFESSOR,4.3
Botany,1484,University of Toronto - St. George Campus,Keiko,,Yoshioka,810563,10,average,TEACHER,PROFESSOR,3.0
East Asian Studies,1484,University of Toronto - St. George Campus,Yukiko,,Yoshizumi,2528556,0,zero,TEACHER,PROFESSOR,N/A
Criminal Justice,1484,University of Toronto - St. George Campus,Alan,,Young,18101,38,good,TEACHER,PROFESSOR,4.5
History,1484,University of Toronto - St. George Campus,Nicole,,Young,47741,8,good,TEACHER,PROFESSOR,3.9
Mechanical Engineering,1484,University of Toronto - St. George Campus,Edmond,,Young,2169310,2,good,TEACHER,PROFESSOR,5.0
Mechanical Engineering,1484,University of Toronto - St. George Campus,Omid,,Youssefi,2338574,3,good,TEACHER,PROFESSOR,5.0
Electrical Engineering,1484,University of Toronto - St. George Campus,Wei,,Yu,497746,13,good,TEACHER,PROFESSOR,3.9
Information Science,1484,University of Toronto - St. George Campus,Eric,,Yu,863287,4,good,TEACHER,PROFESSOR,4.0
English,1484,University of Toronto - St. George Campus,Tim,,Yu,1140988,3,good,TEACHER,PROFESSOR,3.8
Economics,1484,University of Toronto - St. George Campus,Victor,,Yu,10147,70,good,TEACHER,PROFESSOR,4.3
Electrical Engineering,1484,University of Toronto - St. George Campus,Ding,,Yuan,1891169,7,good,TEACHER,PROFESSOR,3.9
Economics,1484,University of Toronto - St. George Campus,Zhe,,Yuan,2095557,4,average,TEACHER,PROFESSOR,3.3
Science,1484,University of Toronto - St. George Campus,Andrei,,Yudin,29944,23,good,TEACHER,PROFESSOR,3.7
Medicine,1484,University of Toronto - St. George Campus,Darren ,A. ,Yuen,1969017,1,good,TEACHER,PROFESSOR,4.5
Computer Science,1484,University of Toronto - St. George Campus,Henry,,Yuen,2473621,1,good,TEACHER,PROFESSOR,5.0
Film,1484,University of Toronto - St. George Campus,Magdalena,,Yuksel,2386231,1,good,TEACHER,PROFESSOR,5.0
Finance,1484,University of Toronto - St. George Campus,Otto,,Yung,1952614,30,good,TEACHER,PROFESSOR,4.2
